"md5_email"|"date_test"|"V01"|"V02"|"V03"|"V04"|"V05"|"V06"|"V07"|"V08"|"V09"|"V10"|"V11"|"V12"|"V13"|"V14"|"V15"|"V16"|"V17"|"V18"|"V19"|"V20"|"V21"|"V22"|"V23"|"V24"|"V25"|"V26"|"V27"|"V28"|"V29"|"V30"|"V31"|"V32"|"V33"|"V34"|"V35"|"V36"|"V37"|"V38"|"V39"|"V40"|"V41"|"V42"|"V43"|"V44"|"V45"|"V46"|"V47"|"V48"|"V49"|"V50"|"V51"|"V52"|"V53"|"V54"|"V55"|"V56"|"V57"|"V58"|"V59"|"V60"|"year"|"week"
"29"|"1d26e9552da1246cd2efe0d3232cd11e"|"5/14/2018 10:29"|1|2.6|4.2|1|2.6|3.4|4.2|2.6|2.6|1|3.4|2.6|4.2|1.8|1.8|2.6|2.6|2.6|3.4|3.4|2.6|1.8|1|3.4|2.6|2.6|1.8|4.2|3.4|1|4.2|3.4|4.2|4.2|4.2|4.2|3.4|3.4|2.6|2.6|4.2|1.8|2.6|3.4|2.6|5|1.8|4.2|4.2|3.4|1.8|4.2|1.8|1.8|1|1|3.4|2.6|3.4|1|2018|20
"30"|"a60763fba33ace9f7e589a6a3419fe5f"|"5/17/2018 9:38"|1.8|2.6|5|4.2|5|3.4|3.4|3.4|5|3.4|1|2.6|3.4|2.6|5|5|4.2|3.4|3.4|1.8|1|5|4.2|5|1|5|3.4|4.2|1|5|4.2|3.4|5|2.6|3.4|4.2|1|3.4|4.2|3.4|2.6|3.4|4.2|3.4|4.2|5|4.2|4.2|3.4|2.6|1.8|4.2|5|3.4|5|3.4|4.2|4.2|1.8|5|2018|20
"31"|"3594d5c6658a5891b97c082b7c412538"|"5/9/2018 14:08"|2.6|1.8|4.2|4.2|5|5|5|5|4.2|2.6|2.6|3.4|2.6|3.4|4.2|4.2|5|4.2|2.6|1.8|1|4.2|4.2|4.2|1.8|3.4|3.4|4.2|1|5|4.2|5|5|3.4|5|4.2|1|4.2|4.2|5|1.8|2.6|4.2|3.4|4.2|4.2|5|3.4|4.2|1|3.4|4.2|5|3.4|2.6|4.2|3.4|4.2|2.6|4.2|2018|19
"32"|"232168d069e04230f15c5bcea2436d18"|"5/9/2018 18:51"|1.8|1.8|2.6|4.2|4.2|2.6|3.4|1.8|4.2|3.4|3.4|1.8|3.4|1.8|3.4|4.2|5|3.4|3.4|2.6|1|2.6|4.2|4.2|1.8|4.2|4.2|5|1.8|2.6|3.4|3.4|5|3.4|1.8|3.4|2.6|4.2|5|3.4|4.2|3.4|2.6|2.6|3.4|4.2|3.4|5|4.2|3.4|2.6|3.4|4.2|4.2|2.6|2.6|4.2|4.2|1.8|2.6|2018|19
"33"|"6aab6eccd04f34e739ae3250a961ca84"|"5/9/2018 20:31"|2.6|2.6|3.4|4.2|5|3.4|3.4|2.6|4.2|1.8|1.8|3.4|2.6|1.8|4.2|3.4|4.2|3.4|1.8|1.8|2.6|2.6|2.6|3.4|2.6|4.2|2.6|4.2|2.6|4.2|3.4|3.4|4.2|1.8|3.4|2.6|2.6|2.6|4.2|1.8|5|3.4|3.4|2.6|3.4|1.8|3.4|5|1.8|2.6|4.2|3.4|4.2|3.4|2.6|2.6|3.4|3.4|3.4|2.6|2018|19
"34"|"2d5255e7d4f749312da386efef379bc7"|"5/10/2018 10:24"|2.6|3.4|1.8|5|4.2|1.8|5|4.2|5|3.4|1.8|2.6|4.2|2.6|5|3.4|4.2|5|3.4|1.8|3.4|5|4.2|5|1|2.6|2.6|4.2|4.2|3.4|4.2|5|4.2|4.2|4.2|5|1|5|2.6|2.6|5|4.2|2.6|3.4|3.4|4.2|5|4.2|3.4|3.4|5|2.6|5|2.6|1.8|4.2|4.2|4.2|5|2.6|2018|19
"35"|"3e67912ca3ae000ae93283ea5851e26f"|"5/10/2018 13:40"|3.4|1|5|5|3.4|2.6|4.2|2.6|4.2|3.4|1.8|3.4|4.2|1.8|4.2|3.4|2.6|2.6|3.4|2.6|3.4|4.2|2.6|4.2|1|5|1.8|5|2.6|3.4|5|5|5|4.2|4.2|2.6|4.2|2.6|5|4.2|3.4|4.2|3.4|4.2|1.8|1.8|2.6|3.4|4.2|1|2.6|5|2.6|3.4|1|3.4|3.4|1.8|3.4|1|2018|19
"36"|"f80d397a4af9a2f3a283b4f3b9dbf841"|"5/2/2018 10:12"|2.6|4.2|2.6|2.6|4.2|2.6|4.2|4.2|4.2|4.2|2.6|1.8|4.2|3.4|2.6|3.4|2.6|4.2|3.4|1.8|1.8|3.4|4.2|4.2|1.8|5|2.6|4.2|2.6|3.4|2.6|2.6|4.2|5|2.6|3.4|1.8|2.6|5|4.2|4.2|1.8|4.2|3.4|2.6|3.4|4.2|4.2|4.2|3.4|4.2|2.6|3.4|2.6|1.8|2.6|4.2|5|1.8|3.4|2018|18
"37"|"7b00a613794faad9e6ab3caa2647f91e"|"5/2/2018 15:45"|2.6|3.4|1.8|4.2|5|5|3.4|2.6|5|4.2|2.6|2.6|2.6|3.4|5|5|5|5|2.6|1.8|1.8|4.2|5|5|1|4.2|3.4|4.2|1.8|5|4.2|5|5|3.4|4.2|4.2|1|1.8|4.2|5|2.6|3.4|4.2|3.4|4.2|4.2|5|4.2|2.6|1.8|1.8|4.2|5|3.4|2.6|3.4|5|4.2|2.6|4.2|2018|18
"38"|"33b4273ac4ac1854b90906a37a03bd74"|"5/3/2018 11:37"|3.4|2.6|3.4|4.2|4.2|3.4|3.4|4.2|4.2|2.6|2.6|3.4|3.4|2.6|3.4|3.4|3.4|2.6|3.4|2.6|1.8|5|3.4|3.4|1.8|4.2|3.4|4.2|2.6|3.4|4.2|3.4|3.4|3.4|3.4|3.4|2.6|3.4|4.2|3.4|4.2|3.4|3.4|3.4|3.4|2.6|3.4|3.4|3.4|1.8|3.4|4.2|3.4|2.6|3.4|2.6|3.4|3.4|3.4|3.4|2018|18
"39"|"d68a6997183bcaa9aee03c601f44affc"|"5/3/2018 21:20"|3.4|1.8|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|1.8|3.4|2.6|2.6|4.2|3.4|3.4|3.4|2.6|2.6|1.8|3.4|3.4|3.4|1.8|3.4|2.6|4.2|1.8|3.4|2.6|2.6|4.2|3.4|2.6|3.4|2.6|4.2|3.4|3.4|2.6|2.6|3.4|3.4|3.4|2.6|2.6|3.4|2.6|2.6|2.6|3.4|4.2|4.2|3.4|3.4|3.4|3.4|2.6|3.4|2018|18
"40"|"db9b7ff8a8bf931e82934bdfedd9157f"|"5/4/2018 15:30"|2.6|3.4|4.2|3.4|4.2|4.2|4.2|4.2|4.2|5|1.8|2.6|2.6|3.4|3.4|4.2|4.2|4.2|2.6|1.8|1|5|4.2|3.4|1|4.2|3.4|3.4|1.8|5|3.4|4.2|4.2|2.6|3.4|4.2|1|4.2|5|3.4|1|1.8|3.4|3.4|4.2|3.4|4.2|3.4|3.4|2.6|1.8|2.6|5|4.2|3.4|2.6|3.4|4.2|1.8|4.2|2018|18
"41"|"5c9e1b805c9381713e5313a93f106ecf"|"1/22/2018 6:38"|4.2|2.6|2.6|4.2|3.4|5|3.4|3.4|5|5|2.6|4.2|4.2|2.6|5|5|4.2|5|4.2|1.8|3.4|4.2|5|3.4|2.6|4.2|3.4|3.4|3.4|3.4|3.4|4.2|3.4|4.2|3.4|5|3.4|4.2|4.2|4.2|2.6|3.4|4.2|4.2|4.2|5|3.4|4.2|3.4|2.6|3.4|3.4|4.2|4.2|2.6|4.2|4.2|3.4|3.4|3.4|2018|4
"42"|"ece0c3bd125984b3528887c1b17a83b3"|"1/20/2018 16:50"|4.2|4.2|3.4|3.4|5|3.4|3.4|2.6|5|5|2.6|4.2|4.2|5|4.2|4.2|5|4.2|4.2|2.6|1.8|5|5|3.4|2.6|5|4.2|4.2|1.8|3.4|1.8|2.6|3.4|4.2|3.4|3.4|1.8|1.8|4.2|1.8|1.8|2.6|1|3.4|1.8|4.2|3.4|2.6|4.2|1|4.2|1.8|4.2|2.6|1.8|5|1.8|4.2|1|2.6|2018|3
"43"|"3f3703975e7a762183c45d501d3a05f7"|"1/1/2018 16:33"|1.8|2.6|2.6|3.4|3.4|3.4|3.4|4.2|3.4|2.6|4.2|1.8|3.4|2.6|5|4.2|4.2|4.2|3.4|2.6|2.6|3.4|3.4|4.2|2.6|2.6|3.4|3.4|4.2|3.4|2.6|3.4|4.2|1.8|3.4|4.2|1.8|2.6|3.4|2.6|1.8|3.4|3.4|3.4|3.4|4.2|4.2|2.6|3.4|3.4|2.6|2.6|4.2|2.6|5|4.2|3.4|4.2|2.6|4.2|2018|1
"44"|"d4cd58af85b35632e737d8823f6c5647"|"1/1/2018 17:51"|5|5|2.6|4.2|5|5|5|5|5|5|1|5|5|5|5|5|5|5|5|1|1|5|5|5|1|5|5|5|1|5|1|1|1|1|1|1|5|1|1|1|5|1|1|1|1|1|1|1|1|1|1|1|1|1|1.8|1|1|1|1|1|2018|1
"45"|"d91a1d911406cb1ffaa5354874482b47"|"1/4/2018 8:55"|2.6|3.4|2.6|3.4|4.2|4.2|5|5|3.4|4.2|1.8|2.6|4.2|3.4|3.4|3.4|4.2|2.6|3.4|2.6|2.6|4.2|4.2|4.2|2.6|3.4|3.4|3.4|3.4|4.2|4.2|2.6|4.2|3.4|5|2.6|3.4|3.4|3.4|3.4|2.6|3.4|3.4|2.6|3.4|4.2|4.2|3.4|4.2|2.6|1.8|4.2|4.2|2.6|2.6|2.6|3.4|3.4|2.6|4.2|2018|1
"46"|"9a7a2c81aceb7cd2316d637b76c4e911"|"12/27/2017 13:19"|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|2017|52
"47"|"4f4b77a3376f2cca9c86712cadf12728"|"12/28/2017 14:06"|3.4|3.4|3.4|4.2|5|4.2|4.2|4.2|5|4.2|1.8|2.6|4.2|4.2|3.4|5|5|5|3.4|1.8|2.6|2.6|5|2.6|1|5|5|4.2|3.4|3.4|5|5|4.2|5|4.2|4.2|2.6|5|5|5|5|4.2|3.4|3.4|4.2|4.2|5|4.2|4.2|5|3.4|5|5|4.2|2.6|5|3.4|5|3.4|4.2|2017|52
"48"|"cdaa62471e991b3e957566b3b688ea00"|"12/28/2017 14:11"|5|5|1|4.2|4.2|5|2.6|3.4|5|5|1.8|4.2|1.8|5|2.6|5|5|2.6|3.4|1|1|5|5|2.6|1.8|5|2.6|2.6|3.4|3.4|4.2|3.4|5|4.2|1.8|5|1.8|5|5|2.6|1|5|3.4|5|5|4.2|5|1|2.6|5|5|5|5|5|1.8|5|4.2|5|1.8|3.4|2017|52
"49"|"37fb3b62667fe5688ef2f73e4e23dc82"|"12/29/2017 8:46"|3.4|4.2|2.6|4.2|4.2|4.2|5|4.2|5|3.4|3.4|3.4|4.2|3.4|5|5|4.2|4.2|4.2|1.8|3.4|3.4|4.2|4.2|1.8|5|3.4|4.2|3.4|5|4.2|4.2|4.2|5|4.2|4.2|4.2|5|3.4|4.2|4.2|4.2|4.2|3.4|5|5|4.2|3.4|4.2|5|3.4|5|5|5|3.4|3.4|5|4.2|3.4|3.4|2017|52
"50"|"2c234c2d20d0099e871ed685b259e5b2"|"12/29/2017 10:01"|4.2|4.2|1|4.2|3.4|3.4|5|2.6|4.2|4.2|1.8|4.2|3.4|3.4|3.4|4.2|4.2|3.4|4.2|2.6|1.8|4.2|4.2|2.6|1.8|4.2|4.2|4.2|2.6|4.2|4.2|4.2|3.4|4.2|3.4|5|1.8|3.4|5|4.2|5|5|3.4|4.2|4.2|4.2|4.2|2.6|4.2|4.2|5|3.4|4.2|4.2|3.4|2.6|4.2|3.4|1.8|3.4|2017|52
"51"|"eec6d93dbd743a1fe7c33f6b258232b7"|"12/29/2017 11:08"|2.6|1.8|1|3.4|3.4|3.4|4.2|2.6|4.2|4.2|3.4|4.2|3.4|3.4|4.2|2.6|4.2|5|1|1|1.8|4.2|5|3.4|1|4.2|2.6|1|4.2|4.2|2.6|1.8|1.8|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|1.8|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|1.8|2.6|2.6|2.6|2017|52
"52"|"fd2d143e67b2223f51ed373d591a2cb4"|"12/29/2017 11:31"|3.4|4.2|1|3.4|4.2|4.2|4.2|4.2|5|5|1.8|3.4|4.2|5|4.2|4.2|4.2|5|4.2|2.6|5|4.2|4.2|2.6|1.8|4.2|5|4.2|2.6|5|4.2|1.8|5|4.2|3.4|5|1.8|4.2|4.2|5|5|4.2|5|5|5|5|4.2|3.4|5|5|5|5|5|4.2|1.8|5|5|5|5|4.2|2017|52
"53"|"0bcf8b6e7dd036414d56c73c7728bea6"|"12/29/2017 12:00"|3.4|4.2|1.8|5|4.2|2.6|5|2.6|3.4|4.2|3.4|3.4|5|5|4.2|3.4|3.4|3.4|4.2|1.8|3.4|4.2|3.4|4.2|1.8|3.4|4.2|3.4|4.2|3.4|5|4.2|3.4|4.2|4.2|3.4|5|5|2.6|4.2|5|5|5|3.4|3.4|3.4|2.6|3.4|4.2|4.2|5|4.2|2.6|3.4|3.4|4.2|4.2|4.2|5|2.6|2017|52
